Time (abs), P1 (atm), SetP1 (atm), Rate (Hz) 
22:15.1,163.58,200,1000
22:15.1,163.58,200,1000
22:15.1,163.57,200,1000
22:15.2,163.57,200,1000
22:15.2,163.57,200,1000
22:15.2,163.59,200,1000
22:15.2,163.58,200,1000
22:15.2,163.58,200,1000
22:15.3,163.62,200,1000
22:15.3,163.61,200,1000
22:15.3,163.6,200,1000
22:15.3,163.62,200,1000
22:15.3,163.62,200,1000
22:15.4,163.64,200,1000
22:15.4,163.64,200,1000
22:15.4,163.62,200,1000
22:15.4,163.62,200,1000
22:15.4,163.63,200,1000
22:15.5,163.63,200,1000
22:15.5,163.63,200,1000
22:15.5,163.64,200,1000
22:15.5,163.64,200,1000
22:15.5,163.63,200,1000
22:15.6,163.64,200,1000
22:15.6,163.64,200,1000
22:15.6,163.62,200,1000
22:15.6,163.63,200,1000
22:15.6,163.65,200,1000
22:15.7,163.65,200,1000
22:15.7,163.65,200,1000
22:15.7,163.65,200,1000
22:15.7,163.65,200,1000
22:15.7,163.65,200,1000
22:15.8,163.64,200,1000
22:15.8,163.66,200,1000
22:15.8,163.64,200,1000
22:15.8,163.64,200,1000
22:15.9,163.65,200,1000
22:15.9,163.65,200,1000
22:15.9,163.65,200,1000
22:15.9,163.66,200,1000
22:15.9,163.65,200,1000
22:16.0,163.65,200,1000
22:16.0,163.65,200,1000
22:16.0,163.67,200,1000
22:16.0,163.66,200,1000
22:16.0,163.67,200,1000
22:16.1,163.68,200,1000
22:16.1,163.68,200,1000
22:16.1,163.67,200,1000
22:16.1,163.66,200,1000
22:16.1,163.66,200,1000
22:16.2,163.68,200,1000
22:16.2,163.68,200,1000
22:16.2,163.69,200,1000
22:16.2,163.69,200,1000
22:16.3,163.7,200,1000
22:16.3,163.7,200,1000
22:16.3,163.7,200,1000
22:16.3,163.7,200,1000
22:16.3,163.7,200,1000
22:16.4,163.7,200,1000
22:16.4,163.71,200,1000
22:16.4,163.71,200,1000
22:16.4,163.72,200,1000
22:16.4,163.72,200,1000
22:16.5,163.71,200,1000
22:16.5,163.71,200,1000
22:16.5,163.74,200,1000
22:16.5,163.72,200,1000
22:16.5,163.74,200,1000
22:16.6,163.74,200,1000
22:16.6,163.74,200,1000
22:16.6,163.75,200,1000
22:16.6,163.76,200,1000
22:16.6,163.76,200,1000
22:16.7,163.76,200,1000
22:16.7,163.76,200,1000
22:16.7,163.76,200,1000
22:16.7,163.75,200,1000
22:16.7,163.76,200,1000
22:16.8,163.76,200,1000
22:16.8,163.77,200,1000
22:16.8,163.77,200,1000
22:16.8,163.77,200,1000
22:16.9,163.79,200,1000
22:16.9,163.78,200,1000
22:16.9,163.79,200,1000
22:16.9,163.79,200,1000
22:16.9,163.8,200,1000
22:17.0,163.79,200,1000
22:17.0,163.79,200,1000
22:17.0,163.79,200,1000
22:17.0,163.79,200,1000
22:17.0,163.8,200,1000
22:17.1,163.8,200,1000
22:17.1,163.8,200,1000
22:17.1,163.81,200,1000
22:17.1,163.82,200,1000
22:17.1,163.81,200,1000
22:17.2,163.81,200,1000
22:17.2,163.84,200,1000
22:17.2,163.82,200,1000
22:17.2,163.81,200,1000
22:17.2,163.84,200,1000
22:17.3,163.83,200,1000
22:17.3,163.83,200,1000
22:17.3,163.83,200,1000
22:17.3,163.84,200,1000
22:17.3,163.85,200,1000
22:17.4,163.85,200,1000
22:17.4,163.86,200,1000
22:17.4,163.86,200,1000
22:17.4,163.86,200,1000
22:17.4,163.89,200,1000
22:17.5,163.89,200,1000
22:17.5,163.9,200,1000
22:17.5,163.9,200,1000
22:17.5,163.9,200,1000
22:17.5,163.9,200,1000
22:17.6,163.9,200,1000
22:17.6,163.9,200,1000
22:17.6,163.9,200,1000
22:17.6,163.9,200,1000
22:17.6,163.92,200,1000
22:17.7,163.93,200,1000
22:17.7,163.92,200,1000
22:17.7,163.93,200,1000
22:17.7,163.93,200,1000
22:17.8,163.94,200,1000
22:17.8,163.94,200,1000
22:17.8,163.95,200,1000
22:17.8,163.95,200,1000
22:17.8,163.95,200,1000
22:17.8,163.96,200,1000
22:17.9,163.96,200,1000
22:17.9,163.97,200,1000
22:17.9,163.98,200,1000
22:17.9,163.98,200,1000
22:18.0,163.97,200,1000
22:18.0,163.98,200,1000
22:18.0,163.97,200,1000
22:18.0,163.98,200,1000
22:18.0,163.98,200,1000
22:18.1,163.99,200,1000
22:18.1,163.99,200,1000
22:18.1,163.98,200,1000
22:18.1,164,200,1000
22:18.1,164,200,1000
22:18.2,164,200,1000
22:18.2,164,200,1000
22:18.2,164,200,1000
22:18.2,164.03,200,1000
22:18.2,164.03,200,1000
22:18.3,164.03,200,1000
22:18.3,164.03,200,1000
22:18.3,164.03,200,1000
22:18.3,164.05,200,1000
22:18.3,164.05,200,1000
22:18.4,164.05,200,1000
22:18.4,164.05,200,1000
22:18.4,164.06,200,1000
22:18.4,164.06,200,1000
22:18.4,164.07,200,1000
22:18.5,164.06,200,1000
22:18.5,164.06,200,1000
22:18.5,164.07,200,1000
22:18.5,164.07,200,1000
22:18.5,164.07,200,1000
22:18.6,164.07,200,1000
22:18.6,164.07,200,1000
22:18.6,164.07,200,1000
22:18.6,164.04,200,1000
22:18.6,164.05,200,1000
22:18.7,164.06,200,1000
22:18.7,164.06,200,1000
22:18.7,164.07,200,1000
22:18.7,164.07,200,1000
22:18.7,164.06,200,1000
22:18.8,164.06,200,1000
22:18.8,164.08,200,1000
22:18.8,164.09,200,1000
22:18.8,164.09,200,1000
22:18.9,164.09,200,1000
22:18.9,164.1,200,1000
22:18.9,164.09,200,1000
22:18.9,164.09,200,1000
22:18.9,164.09,200,1000
22:19.0,164.09,200,1000
22:19.0,164.09,200,1000
22:19.0,164.1,200,1000
22:19.0,164.1,200,1000
22:19.0,164.1,200,1000
22:19.1,164.11,200,1000
22:19.1,164.11,200,1000
22:19.1,164.12,200,1000
22:19.1,164.13,200,1000
22:19.1,164.15,200,1000
22:19.2,164.15,200,1000
22:19.2,164.16,200,1000
22:19.2,164.16,200,1000
22:19.2,164.17,200,1000
22:19.2,164.16,200,1000
22:19.3,164.16,200,1000
22:19.3,164.16,200,1000
22:19.3,164.17,200,1000
22:19.3,164.18,200,1000
22:19.4,164.18,200,1000
22:19.4,164.18,200,1000
22:19.4,164.2,200,1000
22:19.4,164.22,200,1000
22:19.4,164.22,200,1000
22:19.5,164.22,200,1000
22:19.5,164.22,200,1000
22:19.5,164.22,200,1000
22:19.5,164.23,200,1000
22:19.5,164.23,200,1000
22:19.6,164.24,200,1000
22:19.6,164.24,200,1000
22:19.6,164.24,200,1000
22:19.6,164.25,200,1000
22:19.6,164.25,200,1000
22:19.7,164.28,200,1000
22:19.7,164.28,200,1000
22:19.7,164.27,200,1000
22:19.7,164.28,200,1000
22:19.7,164.27,200,1000
22:19.8,164.27,200,1000
22:19.8,164.27,200,1000
22:19.8,164.29,200,1000
22:19.8,164.29,200,1000
22:19.8,164.29,200,1000
22:19.9,164.31,200,1000
22:19.9,164.31,200,1000
22:19.9,164.29,200,1000
22:19.9,164.3,200,1000
22:19.9,164.31,200,1000
22:20.0,164.31,200,1000
22:20.0,164.31,200,1000
22:20.0,164.32,200,1000
22:20.0,164.33,200,1000
22:20.1,164.33,200,1000
22:20.1,164.32,200,1000
22:20.1,164.33,200,1000
22:20.1,164.34,200,1000
22:20.1,164.33,200,1000
22:20.2,164.33,200,1000
22:20.2,164.33,200,1000
22:20.2,164.33,200,1000
22:20.2,164.35,200,1000
22:20.2,164.37,200,1000
22:20.3,164.35,200,1000
22:20.3,164.37,200,1000
22:20.3,164.37,200,1000
22:20.3,164.39,200,1000
22:20.3,164.37,200,1000
22:20.4,164.38,200,1000
22:20.4,164.38,200,1000
22:20.4,164.39,200,1000
22:20.4,164.39,200,1000
22:20.5,164.39,200,1000
22:20.5,164.4,200,1000
22:20.5,164.41,200,1000
22:20.5,164.41,200,1000
22:20.5,164.42,200,1000
22:20.6,164.42,200,1000
22:20.6,164.43,200,1000
22:20.6,164.44,200,1000
22:20.6,164.45,200,1000
22:20.6,164.46,200,1000
22:20.7,164.46,200,1000
22:20.7,164.46,200,1000
22:20.7,164.46,200,1000
22:20.7,164.46,200,1000
22:20.7,164.47,200,1000
22:20.8,164.48,200,1000
22:20.8,164.48,200,1000
22:20.8,164.47,200,1000
22:20.8,164.48,200,1000
22:20.9,164.48,200,1000
22:20.9,164.49,200,1000
22:20.9,164.49,200,1000
22:20.9,164.5,200,1000
22:20.9,164.5,200,1000
22:21.0,164.5,200,1000
22:21.0,164.5,200,1000
22:21.0,164.51,200,1000
22:21.0,164.52,200,1000
22:21.0,164.51,200,1000
22:21.1,164.52,200,1000
22:21.1,164.53,200,1000
22:21.1,164.53,200,1000
22:21.1,164.52,200,1000
22:21.1,164.54,200,1000
22:21.2,164.54,200,1000
22:21.2,164.54,200,1000
22:21.2,164.54,200,1000
22:21.2,164.54,200,1000
22:21.2,164.54,200,1000
22:21.3,164.55,200,1000
22:21.3,164.56,200,1000
22:21.3,164.56,200,1000
22:21.3,164.57,200,1000
22:21.3,164.58,200,1000
22:21.4,164.58,200,1000
22:21.4,164.6,200,1000
22:21.4,164.59,200,1000
22:21.4,164.59,200,1000
22:21.5,164.58,200,1000
22:21.5,164.59,200,1000
22:21.5,164.59,200,1000
22:21.5,164.61,200,1000
22:21.5,164.61,200,1000
22:21.6,164.61,200,1000
22:21.6,164.63,200,1000
22:21.6,164.63,200,1000
22:21.6,164.62,200,1000
22:21.6,164.63,200,1000
22:21.7,164.62,200,1000
22:21.7,164.62,200,1000
22:21.7,164.63,200,1000
22:21.7,164.65,200,1000
22:21.7,164.65,200,1000
22:21.8,164.65,200,1000
22:21.8,164.65,200,1000
22:21.8,164.64,200,1000
22:21.8,164.64,200,1000
22:21.8,164.65,200,1000
22:21.9,164.65,200,1000
22:21.9,164.65,200,1000
22:21.9,164.64,200,1000
22:21.9,164.64,200,1000
22:21.9,164.64,200,1000
22:22.0,164.63,200,1000
22:22.0,164.65,200,1000
22:22.0,164.65,200,1000
22:22.0,164.65,200,1000
22:22.1,164.65,200,1000
22:22.1,164.65,200,1000
22:22.1,164.64,200,1000
22:22.1,164.65,200,1000
22:22.1,164.65,200,1000
22:22.2,164.65,200,1000
22:22.2,164.67,200,1000
22:22.2,164.67,200,1000
22:22.2,164.66,200,1000
22:22.2,164.67,200,1000
22:22.3,164.69,200,1000
22:22.3,164.68,200,1000
22:22.3,164.67,200,1000
22:22.3,164.67,200,1000
22:22.3,164.69,200,1000
22:22.4,164.69,200,1000
22:22.4,164.71,200,1000
22:22.4,164.71,200,1000
22:22.4,164.71,200,1000
22:22.4,164.73,200,1000
22:22.5,164.73,200,1000
22:22.5,164.72,200,1000
22:22.5,164.73,200,1000
22:22.5,164.74,200,1000
22:22.6,164.74,200,1000
22:22.6,164.73,200,1000
22:22.6,164.75,200,1000
22:22.6,164.75,200,1000
22:22.6,164.76,200,1000
22:22.7,164.76,200,1000
22:22.7,164.76,200,1000
22:22.7,164.75,200,1000
22:22.7,164.75,200,1000
22:22.7,164.76,200,1000
22:22.8,164.76,200,1000
22:22.8,164.78,200,1000
22:22.8,164.78,200,1000
22:22.8,164.77,200,1000
22:22.8,164.78,200,1000
22:22.9,164.76,200,1000
22:22.9,164.76,200,1000
22:22.9,164.79,200,1000
22:22.9,164.79,200,1000
22:22.9,164.8,200,1000
22:23.0,164.79,200,1000
22:23.0,164.8,200,1000
22:23.0,164.82,200,1000
22:23.0,164.8,200,1000
22:23.1,164.82,200,1000
22:23.1,164.82,200,1000
22:23.1,164.83,200,1000
22:23.1,164.84,200,1000
22:23.1,164.85,200,1000
22:23.2,164.83,200,1000
22:23.2,164.85,200,1000
22:23.2,164.86,200,1000
22:23.2,164.87,200,1000
22:23.3,164.87,200,1000
22:23.3,164.86,200,1000
22:23.3,164.87,200,1000
22:23.3,164.85,200,1000
22:23.3,164.85,200,1000
22:23.4,164.86,200,1000
22:23.4,164.87,200,1000
22:23.4,164.88,200,1000
22:23.4,164.89,200,1000
22:23.4,164.89,200,1000
22:23.5,164.89,200,1000
22:23.5,164.9,200,1000
22:23.5,164.91,200,1000
22:23.5,164.9,200,1000
22:23.5,164.92,200,1000
22:23.6,164.91,200,1000
22:23.6,164.91,200,1000
22:23.6,164.92,200,1000
22:23.6,164.92,200,1000
22:23.6,164.93,200,1000
22:23.7,164.93,200,1000
22:23.7,164.94,200,1000
22:23.7,164.94,200,1000
22:23.7,164.95,200,1000
22:23.7,164.95,200,1000
22:23.8,164.96,200,1000
22:23.8,164.96,200,1000
22:23.8,164.96,200,1000
22:23.8,164.97,200,1000
22:23.9,164.97,200,1000
22:23.9,164.97,200,1000
22:23.9,164.97,200,1000
22:23.9,164.97,200,1000
22:23.9,164.97,200,1000
22:24.0,164.99,200,1000
22:24.0,164.99,200,1000
22:24.0,164.98,200,1000
22:24.0,164.98,200,1000
22:24.0,164.97,200,1000
22:24.1,164.98,200,1000
22:24.1,164.98,200,1000
22:24.1,164.97,200,1000
22:24.1,164.96,200,1000
22:24.1,164.96,200,1000
22:24.2,164.96,200,1000
22:24.2,164.97,200,1000
22:24.2,164.97,200,1000
22:24.2,164.99,200,1000
22:24.2,164.99,200,1000
22:24.3,165,200,1000
22:24.3,165.01,200,1000
22:24.3,165.01,200,1000
22:24.3,165.02,200,1000
22:24.3,165.01,200,1000
22:24.4,165.01,200,1000
22:24.4,165.02,200,1000
22:24.4,165.03,200,1000
22:24.4,165.02,200,1000
22:24.4,165.05,200,1000
22:24.5,165.04,200,1000
22:24.5,165.04,200,1000
22:24.5,165.05,200,1000
22:24.5,165.05,200,1000
22:24.5,165.06,200,1000
22:24.6,165.06,200,1000
22:24.6,165.06,200,1000
22:24.6,165.07,200,1000
22:24.6,165.08,200,1000
22:24.6,165.08,200,1000
22:24.7,165.09,200,1000
22:24.7,165.09,200,1000
22:24.7,165.07,200,1000
22:24.7,165.08,200,1000
22:24.7,165.08,200,1000
22:24.8,165.08,200,1000
22:24.8,165.1,200,1000
22:24.8,165.1,200,1000
22:24.8,165.1,200,1000
22:24.8,165.11,200,1000
22:24.9,165.1,200,1000
22:24.9,165.11,200,1000
22:24.9,165.11,200,1000
22:24.9,165.11,200,1000
22:25.0,165.11,200,1000
22:25.0,165.11,200,1000
22:25.0,165.11,200,1000
22:25.0,165.14,200,1000
22:25.0,165.14,200,1000
22:25.1,165.14,200,1000
22:25.1,165.13,200,1000
22:25.1,165.13,200,1000
22:25.1,165.15,200,1000
22:25.1,165.16,200,1000
22:25.2,165.15,200,1000
22:25.2,165.15,200,1000
22:25.2,165.15,200,1000
22:25.2,165.16,200,1000
22:25.2,165.17,200,1000
22:25.3,165.16,200,1000
22:25.3,165.16,200,1000
22:25.3,165.17,200,1000
22:25.3,165.15,200,1000
22:25.3,165.15,200,1000
22:25.4,165.18,200,1000
22:25.4,165.18,200,1000
22:25.4,165.18,200,1000
22:25.4,165.18,200,1000
22:25.4,165.17,200,1000
22:25.5,165.18,200,1000
22:25.5,165.2,200,1000
22:25.5,165.2,200,1000
22:25.5,165.19,200,1000
22:25.6,165.17,200,1000
22:25.6,165.18,200,1000
22:25.6,165.19,200,1000
22:25.6,165.19,200,1000
22:25.6,165.21,200,1000
22:25.7,165.21,200,1000
22:25.7,165.22,200,1000
22:25.7,165.22,200,1000
22:25.7,165.23,200,1000
22:25.7,165.24,200,1000
22:25.8,165.24,200,1000
22:25.8,165.23,200,1000
22:25.8,165.24,200,1000
22:25.8,165.25,200,1000
22:25.8,165.26,200,1000
22:25.9,165.26,200,1000
22:25.9,165.27,200,1000
22:25.9,165.27,200,1000
22:25.9,165.25,200,1000
22:25.9,165.27,200,1000
22:26.0,165.27,200,1000
22:26.0,165.28,200,1000
22:26.0,165.28,200,1000
22:26.0,165.27,200,1000
22:26.0,165.27,200,1000
22:26.1,165.27,200,1000
22:26.1,165.28,200,1000
22:26.1,165.27,200,1000
22:26.1,165.28,200,1000
22:26.2,165.28,200,1000
22:26.2,165.29,200,1000
22:26.2,165.3,200,1000
22:26.2,165.29,200,1000
22:26.2,165.29,200,1000
22:26.3,165.31,200,1000
22:26.3,165.31,200,1000
22:26.3,165.32,200,1000
22:26.3,165.33,200,1000
22:26.3,165.35,200,1000
22:26.4,165.35,200,1000
22:26.4,165.36,200,1000
22:26.4,165.35,200,1000
22:26.4,165.35,200,1000
22:26.4,165.37,200,1000
22:26.5,165.36,200,1000
22:26.5,165.37,200,1000
22:26.5,165.36,200,1000
22:26.5,165.36,200,1000
22:26.5,165.37,200,1000
22:26.6,165.37,200,1000
22:26.6,165.38,200,1000
22:26.6,165.38,200,1000
22:26.6,165.39,200,1000
22:26.7,165.39,200,1000
22:26.7,165.39,200,1000
22:26.7,165.38,200,1000
22:26.7,165.39,200,1000
22:26.7,165.41,200,1000
22:26.8,165.42,200,1000
22:26.8,165.42,200,1000
22:26.8,165.43,200,1000
22:26.8,165.44,200,1000
22:26.8,165.43,200,1000
22:26.9,165.43,200,1000
22:26.9,165.43,200,1000
22:26.9,165.44,200,1000
22:26.9,165.44,200,1000
22:26.9,165.46,200,1000
22:27.0,165.47,200,1000
22:27.0,165.47,200,1000
22:27.0,165.47,200,1000
22:27.0,165.48,200,1000
22:27.0,165.48,200,1000
22:27.1,165.47,200,1000
22:27.1,165.48,200,1000
22:27.1,165.48,200,1000
22:27.1,165.48,200,1000
22:27.1,165.48,200,1000
22:27.2,165.47,200,1000
22:27.2,165.47,200,1000
22:27.2,165.47,200,1000
22:27.2,165.49,200,1000
22:27.2,165.48,200,1000
22:27.3,165.5,200,1000
22:27.3,165.49,200,1000
22:27.3,165.5,200,1000
22:27.3,165.5,200,1000
22:27.3,165.5,200,1000
22:27.4,165.52,200,1000
22:27.4,165.52,200,1000
22:27.4,165.52,200,1000
22:27.4,165.51,200,1000
22:27.5,165.54,200,1000
22:27.5,165.54,200,1000
22:27.5,165.55,200,1000
22:27.5,165.55,200,1000
22:27.5,165.54,200,1000
22:27.6,165.54,200,1000
22:27.6,165.57,200,1000
22:27.6,165.57,200,1000
22:27.6,165.56,200,1000
22:27.7,165.56,200,1000
22:27.7,165.58,200,1000
22:27.7,165.56,200,1000
22:27.7,165.56,200,1000
22:27.7,165.58,200,1000
22:27.8,165.57,200,1000
22:27.8,165.58,200,1000
22:27.8,165.58,200,1000
22:27.8,165.58,200,1000
22:27.8,165.59,200,1000
22:27.9,165.59,200,1000
22:27.9,165.59,200,1000
22:27.9,165.6,200,1000
22:27.9,165.61,200,1000
22:27.9,165.61,200,1000
22:28.0,165.62,200,1000
22:28.0,165.63,200,1000
22:28.0,165.63,200,1000
22:28.0,165.65,200,1000
22:28.0,165.63,200,1000
22:28.1,165.66,200,1000
22:28.1,165.66,200,1000
22:28.1,165.63,200,1000
22:28.1,165.65,200,1000
22:28.1,165.65,200,1000
22:28.2,165.66,200,1000
22:28.2,165.66,200,1000
22:28.2,165.67,200,1000
22:28.2,165.67,200,1000
22:28.2,165.68,200,1000
22:28.3,165.67,200,1000
22:28.3,165.67,200,1000
22:28.3,165.7,200,1000
22:28.3,165.69,200,1000
22:28.3,165.69,200,1000
22:28.4,165.68,200,1000
22:28.4,165.68,200,1000
22:28.4,165.7,200,1000
22:28.4,165.72,200,1000
22:28.4,165.72,200,1000
22:28.5,165.74,200,1000
22:28.5,165.72,200,1000
22:28.5,165.72,200,1000
22:28.5,165.73,200,1000
22:28.6,165.72,200,1000
22:28.6,165.73,200,1000
22:28.6,165.73,200,1000
22:28.6,165.74,200,1000
22:28.6,165.74,200,1000
22:28.7,165.75,200,1000
22:28.7,165.75,200,1000
22:28.7,165.74,200,1000
22:28.7,165.74,200,1000
22:28.7,165.74,200,1000
22:28.8,165.74,200,1000
22:28.8,165.76,200,1000
22:28.8,165.76,200,1000
22:28.8,165.75,200,1000
22:28.8,165.75,200,1000
22:28.9,165.76,200,1000
22:28.9,165.76,200,1000
22:28.9,165.79,200,1000
22:28.9,165.78,200,1000
22:28.9,165.78,200,1000
22:29.0,165.77,200,1000
22:29.0,165.77,200,1000
22:29.0,165.8,200,1000
22:29.0,165.79,200,1000
22:29.0,165.78,200,1000
22:29.1,165.8,200,1000
22:29.1,165.8,200,1000
22:29.1,165.8,200,1000
22:29.1,165.8,200,1000
22:29.1,165.8,200,1000
22:29.2,165.8,200,1000
22:29.2,165.82,200,1000
22:29.2,165.82,200,1000
22:29.2,165.82,200,1000
22:29.2,165.8,200,1000
22:29.3,165.8,200,1000
22:29.3,165.79,200,1000
22:29.3,165.78,200,1000
22:29.3,165.78,200,1000
22:29.4,165.81,200,1000
22:29.4,165.81,200,1000
22:29.4,165.81,200,1000
22:29.4,165.8,200,1000
22:29.4,165.8,200,1000
22:29.5,165.81,200,1000
22:29.5,165.81,200,1000
22:29.5,165.81,200,1000
22:29.5,165.83,200,1000
22:29.5,165.83,200,1000
22:29.6,165.82,200,1000
22:29.6,165.82,200,1000
22:29.6,165.83,200,1000
22:29.6,165.83,200,1000
22:29.6,165.83,200,1000
22:29.7,165.83,200,1000
22:29.7,165.85,200,1000
22:29.7,165.86,200,1000
22:29.7,165.86,200,1000
22:29.7,165.86,200,1000
22:29.8,165.86,200,1000
22:29.8,165.87,200,1000
22:29.8,165.88,200,1000
22:29.8,165.87,200,1000
22:29.8,165.87,200,1000
22:29.9,165.87,200,1000
22:29.9,165.91,200,1000
22:29.9,165.91,200,1000
22:29.9,165.89,200,1000
22:29.9,165.92,200,1000
22:30.0,165.92,200,1000
22:30.0,165.91,200,1000
22:30.0,165.92,200,1000
22:30.0,165.92,200,1000
22:30.0,165.92,200,1000
22:30.1,165.91,200,1000
22:30.1,165.91,200,1000
22:30.1,165.91,200,1000
22:30.1,165.91,200,1000
22:30.1,165.91,200,1000
22:30.2,165.91,200,1000
22:30.2,165.92,200,1000
22:30.2,165.93,200,1000
22:30.2,165.94,200,1000
22:30.2,165.94,200,1000
22:30.3,165.94,200,1000
22:30.3,165.94,200,1000
22:30.3,165.94,200,1000
22:30.3,165.94,200,1000
22:30.3,165.95,200,1000
22:30.4,165.97,200,1000
22:30.4,165.96,200,1000
22:30.4,165.96,200,1000
22:30.4,165.96,200,1000
22:30.4,165.96,200,1000
22:30.5,165.98,200,1000
22:30.5,165.98,200,1000
22:30.5,165.98,200,1000
22:30.5,165.99,200,1000
22:30.6,165.99,200,1000
22:30.6,166,200,1000
22:30.6,166,200,1000
22:30.6,166.02,200,1000
22:30.6,166.02,200,1000
22:30.7,166.04,200,1000
22:30.7,166.04,200,1000
22:30.7,166.05,200,1000
22:30.7,166.05,200,1000
22:30.7,166.05,200,1000
22:30.8,166.04,200,1000
22:30.8,166.04,200,1000
22:30.8,166.05,200,1000
22:30.8,166.04,200,1000
22:30.8,166.06,200,1000
22:30.9,166.06,200,1000
22:30.9,166.07,200,1000
22:30.9,166.07,200,1000
22:30.9,166.05,200,1000
22:30.9,166.05,200,1000
22:31.0,166.05,200,1000
22:31.0,166.07,200,1000
22:31.0,166.09,200,1000
22:31.0,166.09,200,1000
22:31.0,166.1,200,1000
22:31.1,166.1,200,1000
22:31.1,166.12,200,1000
22:31.1,166.12,200,1000
22:31.1,166.11,200,1000
22:31.1,166.12,200,1000
22:31.2,166.12,200,1000
22:31.2,166.12,200,1000
22:31.2,166.12,200,1000
22:31.2,166.12,200,1000
22:31.3,166.12,200,1000
22:31.3,166.14,200,1000
22:31.3,166.1,200,1000
22:31.3,166.12,200,1000
22:31.3,166.12,200,1000
22:31.4,166.14,200,1000
22:31.4,166.13,200,1000
22:31.4,166.14,200,1000
22:31.4,166.14,200,1000
22:31.4,166.14,200,1000
22:31.5,166.14,200,1000
22:31.5,166.16,200,1000
22:31.5,166.17,200,1000
22:31.5,166.14,200,1000
22:31.5,166.15,200,1000
22:31.6,166.17,200,1000
22:31.6,166.17,200,1000
22:31.6,166.16,200,1000
22:31.6,166.17,200,1000
22:31.6,166.19,200,1000
22:31.7,166.18,200,1000
22:31.7,166.16,200,1000
22:31.7,166.18,200,1000
22:31.7,166.17,200,1000
22:31.7,166.19,200,1000
22:31.8,166.19,200,1000
22:31.8,166.19,200,1000
22:31.8,166.21,200,1000
22:31.8,166.21,200,1000
22:31.9,166.21,200,1000
22:31.9,166.21,200,1000
22:31.9,166.22,200,1000
22:31.9,166.23,200,1000
22:31.9,166.23,200,1000
22:32.0,166.23,200,1000
22:32.0,166.23,200,1000
22:32.0,166.24,200,1000
22:32.0,166.26,200,1000
22:32.0,166.25,200,1000
22:32.1,166.25,200,1000
22:32.1,166.25,200,1000
22:32.1,166.27,200,1000
22:32.1,166.26,200,1000
22:32.1,166.26,200,1000
22:32.2,166.27,200,1000
22:32.2,166.27,200,1000
22:32.2,166.28,200,1000
22:32.2,166.27,200,1000
22:32.2,166.29,200,1000
22:32.3,166.29,200,1000
22:32.3,166.29,200,1000
22:32.3,166.29,200,1000
22:32.3,166.3,200,1000
22:32.3,166.31,200,1000
22:32.4,166.29,200,1000
22:32.4,166.3,200,1000
22:32.4,166.32,200,1000
22:32.4,166.31,200,1000
22:32.4,166.31,200,1000
22:32.5,166.33,200,1000
22:32.5,166.32,200,1000
22:32.5,166.34,200,1000
22:32.5,166.34,200,1000
22:32.5,166.34,200,1000
22:32.6,166.34,200,1000
22:32.6,166.36,200,1000
22:32.6,166.37,200,1000
22:32.6,166.37,200,1000
22:32.6,166.37,200,1000
22:32.7,166.38,200,1000
22:32.7,166.38,200,1000
22:32.7,166.37,200,1000
22:32.7,166.38,200,1000
22:32.8,166.38,200,1000
22:32.8,166.38,200,1000
22:32.8,166.39,200,1000
22:32.8,166.39,200,1000
22:32.8,166.39,200,1000
22:32.9,166.38,200,1000
22:32.9,166.38,200,1000
22:32.9,166.39,200,1000
22:32.9,166.39,200,1000
22:32.9,166.39,200,1000
22:33.0,166.39,200,1000
22:33.0,166.39,200,1000
22:33.0,166.39,200,1000
22:33.0,166.39,200,1000
22:33.0,166.39,200,1000
22:33.1,166.4,200,1000
22:33.1,166.4,200,1000
22:33.1,166.4,200,1000
22:33.1,166.41,200,1000
22:33.1,166.41,200,1000
22:33.2,166.42,200,1000
22:33.2,166.4,200,1000
22:33.2,166.41,200,1000
22:33.2,166.41,200,1000
22:33.3,166.42,200,1000
22:33.3,166.42,200,1000
22:33.3,166.41,200,1000
22:33.3,166.41,200,1000
22:33.3,166.43,200,1000
22:33.4,166.44,200,1000
22:33.4,166.44,200,1000
22:33.4,166.44,200,1000
22:33.4,166.41,200,1000
22:33.4,166.42,200,1000
22:33.5,166.42,200,1000
22:33.5,166.42,200,1000
22:33.5,166.44,200,1000
22:33.5,166.43,200,1000
22:33.5,166.43,200,1000
22:33.6,166.44,200,1000
22:33.6,166.44,200,1000
22:33.6,166.45,200,1000
22:33.6,166.47,200,1000
22:33.6,166.46,200,1000
22:33.7,166.47,200,1000
22:33.7,166.47,200,1000
22:33.7,166.49,200,1000
22:33.7,166.49,200,1000
22:33.8,166.48,200,1000
22:33.8,166.51,200,1000
22:33.8,166.5,200,1000
22:33.8,166.51,200,1000
22:33.8,166.51,200,1000
22:33.9,166.51,200,1000
22:33.9,166.51,200,1000
22:33.9,166.52,200,1000
22:33.9,166.53,200,1000
22:33.9,166.53,200,1000
22:34.0,166.53,200,1000
22:34.0,166.55,200,1000
22:34.0,166.56,200,1000
22:34.0,166.55,200,1000
22:34.0,166.55,200,1000
22:34.1,166.57,200,1000
22:34.1,166.57,200,1000
22:34.1,166.57,200,1000
22:34.1,166.56,200,1000
22:34.1,166.59,200,1000
22:34.2,166.57,200,1000
22:34.2,166.57,200,1000
22:34.2,166.59,200,1000
22:34.2,166.59,200,1000
22:34.2,166.58,200,1000
22:34.3,166.6,200,1000
22:34.3,166.62,200,1000
22:34.3,166.62,200,1000
